NO,개설대학,개설학과,개설전공,"교양영역구분",학정번호,과목명,외국인전용,원격100%,원격50%,사전녹화100%,재직자전형,집중이수제,외국어강의,외국어강의비율(%),신입생 및 1학년 분반,이수구분,인증/연계,주야,학점,시수,담당교수,요일1-일,요일1-시간,요일1-강의실,요일2-일,요일2-시간,요일2-강의실,요일3-일,요일3-시간,요일3-강의실,"비고(1학년은 신입생 및 1학년 분반 정보 참고하여 수강)"
151 ,공통,공통,공통,수리와자연(수학),0000-1-4626-02,대학수학및연습2,,,Y,,,,,0 ,"E1,E2,E3,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2",교선,,주,3 ,3 ,하재근,수,6 ,참B105,,,,,,,
152 ,공통,공통,공통,수리와자연(수학),0000-1-4626-03,대학수학및연습2,,,Y,,,,,,"E1,E2,E3,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2",교선,,주,3 ,3 ,최고은,화,3 ,비517,,,,,,,
153 ,공통,공통,공통,수리와자연(수학),0000-1-4626-04,대학수학및연습2,,,Y,,,,,0 ,"E1,E2,E3,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2",교선,,주,3 ,3 ,양훈기,목,4 ,비517,,,,,,,
154 ,공통,공통,공통,수리와자연(수학),0000-1-4626-05,대학수학및연습2,,,Y,,,,,0 ,"E1,E2,E3,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2",교선,,주,3 ,3 ,한혜림,목,3 ,참103,,,,,,,
155 ,공통,공통,공통,수리와자연(수학),0000-1-4626-06,대학수학및연습2,,,Y,,,,,0 ,"C1,C2,C4,C5,C7,C8,J5,J6",교선,,주,3 ,3 ,김순영,수,2 ,비504,,,,,,,
156 ,공통,공통,공통,수리와자연(수학),0000-1-4626-07,대학수학및연습2,,,Y,,,,,0 ,"C1,C2,C4,C5,C7,C8,J5,J6",교선,,주,3 ,3 ,엄태관,화,1 ,참202,,,,,,,
157 ,공통,공통,공통,수리와자연(수학),0000-1-4626-08,대학수학및연습2,,,Y,,,,,0 ,"C1,C2,C4,C5,C7,C8,J5,J6",교선,,주,3 ,3 ,김동호,목,2 ,참202,,,,,,,
158 ,공통,공통,공통,수리와자연(수학),0000-1-4626-09,대학수학및연습2,,,Y,,,,,0 ,"A1,A2,K1,K2,K3",교선,,주,3 ,3 ,박지연,목,6 ,참202,,,,,,,
159 ,공통,공통,공통,수리와자연(수학),0000-1-4626-10,대학수학및연습2,,,Y,,,,,0 ,"A1,A2,K1,K2,K3",교선,,주,3 ,3 ,홍석영,화,1 ,비419,,,,,,,
160 ,공통,공통,공통,수리와자연(수학),0000-1-4626-11,대학수학및연습2,,,,,,,,0 ,N1,교선,,주,3 ,3 ,부선영,화,4 ,옥103,목,3 ,옥103,,,,
161 ,공통,공통,공통,수리와자연(수학),0000-1-4626-12,대학수학및연습2,,,Y,,,,,,"N2,N4",교선,,주,3 ,3 ,권윤기,목,6 ,비419,,,,,,,
162 ,공통,공통,공통,수리와자연(수학),0000-1-4626-13,대학수학및연습2,,,Y,,,,,0 ,"G0,G1,G2,G3,G4,G5,G6,G7,G8,G9",교선,,주,3 ,3 ,연윤정,화,6 ,비409,,,,,,,
163 ,공통,공통,공통,수리와자연(수학),0000-1-4626-14,대학수학및연습2,,,Y,,,,,0 ,"G0,G1,G2,G3,G4,G5,G6,G7,G8,G9",교선,,주,3 ,3 ,부선영,목,5 ,옥103,,,,,,,
164 ,공통,공통,공통,수리와자연(수학),0000-1-4626-15,대학수학및연습2,,,Y,,,,,0 ,"G0,G1,G2,G3,G4,G5,G6,G7,G8,G9",교선,,주,3 ,3 ,박정준,월,5 ,참203,,,,,,,
165 ,공통,공통,공통,수리와자연(수학),0000-1-4626-16,대학수학및연습2,,,Y,,,,,0 ,"G0,G1,G2,G3,G4,G5,G6,G7,G8,G9",교선,,주,3 ,3 ,서영주,금,2 ,한울308,,,,,,,
166 ,공통,공통,공통,수리와자연(수학),0000-1-4626-17,대학수학및연습2,,,Y,,,,,0 ,"G0,G1,G2,G3,G4,G5,G6,G7,G8,G9",교선,,주,3 ,3 ,조향감,수,1 ,한울308,,,,,,,
167 ,공통,공통,공통,수리와자연(수학),0000-1-4626-18,대학수학및연습2,Y,,Y,,,,,,"T1,T2",교선,,주,3 ,3 ,최윤철,수,2 ,한울310,,,,,,,
168 ,공통,공통,공통,수리와자연(수학),0000-1-4627-01,벡터해석학및연습,,,,,,,,0 ,"E1,E2,E3,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2",교선,,주,3 ,3 ,장정환,월,2 ,참202,수,1 ,참202,,,,
169 ,공통,공통,공통,수리와자연(수학),0000-1-4627-02,벡터해석학및연습,,,,,,,,,"E1,E2,E3,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2",교선,,주,3 ,3 ,,화,1 ,비420,목,2 ,비420,,,,
170 ,공통,공통,공통,수리와자연(수학),0000-1-4627-03,벡터해석학및연습,,,,,,,,0 ,"C1,C2,C4,C5,C7,C8,J5,J6,A1,A2,K1,K2,K3",교선,,주,3 ,3 ,서보윤,금,"5,6",참103,,,,,,,
171 ,공통,공통,공통,수리와자연(수학),0000-1-4627-04,벡터해석학및연습,,,,,,,,0 ,"N1,N2,N4,P1",교선,,주,3 ,3 ,최현옥,금,"3,4",비421,,,,,,,
172 ,공통,공통,공통,수리와자연(수학),0000-1-4627-05,벡터해석학및연습,,,,,,,,,"G0,G1,G2,G3,G4,G5,G6,G7,G8,G9",교선,,주,3 ,3 ,정은경,화,4 ,참203,목,3 ,참203,,,,
173 ,공통,공통,공통,사회와경제,0000-1-4638-01,생활속의회계와세무,,,,,,,,0 ,,교선,,주,3 ,3 ,이수욱,월,6 ,한울504,수,5 ,한울504,,,,
174 ,공통,공통,공통,인간과철학,0000-1-4830-01,인성과리더십,,,,,,,,,,교선,,주,2 ,2 ,이종익,월,"5,6",비504,,,,,,,
175 ,공통,공통,공통,인간과철학,0000-1-4831-01,동양사상으로보는건축이야기,,,,,,,,0 ,"V1,V2,V3,V4",교선,,주,3 ,3 ,김승제,금,"1,2",비420,,,,,,,
176 ,공통,공통,공통,예술과체육,0000-1-4837-01,K콘텐츠트랜드의이해,,,,,,,,,,교선,,주,3 ,3 ,김철수,금,"3,4",한울203,,,,,,,
177 ,공통,공통,공통,예술과체육,0000-1-4837-02,K콘텐츠트랜드의이해,,,,,Y,,,0 ,"V1,V2,V3,V4",교선,,주,3 ,3 ,김재영,토,"3,4",한울203,,,,,,,
178 ,공통,공통,공통,예술과체육,0000-1-4841-01,영화음악의역사,,,,,,,,,,교선,,주,3 ,3 ,김철수,금,"5,6",한울B102,,,,,,,
179 ,공통,공통,공통,예술과체육,0000-1-4843-01,문화예술교양세미나,,,,,,,,,,교선,,주,3 ,3 ,김서영,월,"1,2",한울401,,,,,,,
180 ,공통,공통,공통,매치업,0000-1-4852-01,디지털헬스케어산업의이해,,Y,,Y,,Y,,0 ,,교선,,주,1 ,2 ,이석준,토,91 ,,,,,,,,매치업(바이오헬스분야)
181 ,공통,공통,공통,매치업,0000-1-4853-01,IoT헬스케어서비스및제품의이해,,Y,,Y,,Y,,0 ,,교선,,주,1 ,2 ,이재선,토,90 ,,,,,,,,매치업(바이오헬스분야)
182 ,공통,공통,공통,매치업,0000-1-4854-01,의료데이터의이해,,Y,,Y,,Y,,0 ,,교선,,주,1 ,2 ,이석준,토,89 ,,,,,,,,매치업(바이오헬스분야)
183 ,공통,공통,공통,매치업,0000-1-4887-01,생체데이터와인공지능의이해,,Y,,Y,,Y,,,,교선,,주,1 ,2 ,박철수,토,88 ,,,,,,,,매치업(바이오헬스분야)
184 ,공통,공통,공통,대학실용영어,0000-1-4913-01,대학영문법1,,,,,,,,0 ,,교선,,주,3 ,3 ,오경애,금,"3,4",한울404,,,,,,,
185 ,공통,공통,공통,대학실용영어,0000-1-4913-02,대학영문법1,,,,,,,,0 ,,교선,,주,3 ,3 ,강희원,화,5 ,기307,목,6 ,기307,,,,
186 ,공통,공통,공통,과학과기술,0000-1-4929-01,경영과컴퓨터,,,,,,,,0 ,"B1,B2,B3,B4",교선,,주,3 ,3 ,서상구,월,3 ,누403,수,4 ,누403,,,,
187 ,공통,공통,공통,수리와자연(물리),0000-1-5221-01,일반물리및실험2,,,,,,,,0 ,N2,교선,,주,4 ,5 ,박병주,월,3 ,옥203,화,"1,2,6",옥203,,,,
188 ,공통,공통,공통,수리와자연(물리),0000-1-5221-02,일반물리및실험2,,,,,,,,0 ,N4,교선,,주,4 ,5 ,권기청,월,"2,5,6",비429,수,1 ,비429,,,,
189 ,공통,공통,공통,인간과철학,0000-1-5224-01,동서양신화읽기와변용,,,,,,,,0 ,,교선,,주,3 ,3 ,고경주,금,"1,2",한울B103,,,,,,,
190 ,공통,공통,공통,예술과체육,0000-1-5378-01,댄스스포츠,,,,,,,,0 ,,교선,,주,2 ,2 ,강지연,월,"3,4",한천B101,,,,,,,
191 ,공통,공통,공통,예술과체육,0000-1-5378-02,댄스스포츠,,,,,,,,0 ,,교선,,주,2 ,2 ,강지연,월,"5,6",한천B101,,,,,,,
192 ,공통,공통,공통,예술과체육,0000-1-5378-03,댄스스포츠,,,,,,,,0 ,,교선,,야,2 ,2 ,박인혜,목,"7,8",한천B101,,,,,,,
193 ,공통,공통,공통,매치업,0000-1-5457-01,웨어러블로봇과인간동기화를위한센서및인체공학의이해,,Y,,Y,,Y,,0 ,,교선,,주,1 ,2 ,고찬영,토,87 ,,,,,,,,매치업(로봇분야)
194 ,공통,공통,공통,과학과기술,0000-1-5470-01,파이썬프로그래밍,,,,,,,,0 ,,교선,,주,3 ,3 ,조수영,월,3 ,한울104,수,4 ,한울104,,,,
195 ,공통,공통,공통,과학과기술,0000-1-5470-02,파이썬프로그래밍,,,,,,,,0 ,,교선,,주,3 ,3 ,조수영,월,4 ,한울104,수,3 ,한울104,,,,
196 ,공통,공통,공통,과학과기술,0000-1-5470-03,파이썬프로그래밍,,,,,,,영어,100 ,,교선,,주,3 ,3 ,이롤랜드,월,2 ,연204,수,1 ,연204,,,,
197 ,공통,공통,공통,과학과기술,0000-1-5470-04,파이썬프로그래밍,,,,,,,,0 ,,교선,,주,3 ,3 ,박세영,화,6 ,연201,목,5 ,연201,,,,
198 ,공통,공통,공통,과학과기술,0000-1-5470-05,파이썬프로그래밍,,,,,,,,0 ,,교선,,주,3 ,3 ,박세영,화,3 ,연201,목,4 ,연201,,,,
199 ,공통,공통,공통,과학과기술,0000-1-5470-06,파이썬프로그래밍,,,,,,,,0 ,A2,교선,,주,3 ,3 ,이슬기,월,4 ,연205,수,3 ,연205,,,,
200 ,공통,공통,공통,인간과철학,0000-1-5655-01,현대사회와윤리,,,,,,,,0 ,,교선,,야,3 ,3 ,양선진,월,"7,8,9",비405,,,,,,,
201 ,공통,공통,공통,인간과철학,0000-1-5659-01,세계화시대의역사보기,,,,,,,,0 ,,교선,,주,3 ,3 ,김인호,월,2 ,한울305,수,1 ,한울305,,,,
202 ,공통,공통,공통,인간과철학,0000-1-5660-01,유럽의과거와현재,,,,,,,,0 ,,교선,,야,3 ,3 ,김동조,목,"7,8,9",한울403,,,,,,,
203 ,공통,공통,공통,인간과철학,0000-1-5660-02,유럽의과거와현재,,,,,Y,,,0 ,,교선,,주,3 ,3 ,윤희두,토,"3,4",한울311,,,,,,,
204 ,공통,공통,공통,인간과철학,0000-1-5661-01,인문교양세미나,,,,,,,,,,교선,,야,3 ,3 ,김정권,월,"7,8,9",한울401,,,,,,,
205 ,공통,공통,공통,사회와경제,0000-1-5667-01,정치와현대사회,,,,,,,,,,교선,,주,3 ,3 ,기유정,금,"3,4",기301,,,,,,,
206 ,공통,공통,공통,과학과기술,0000-1-5674-01,생활속의과학,,,,,,,,0 ,,교선,,주,3 ,3 ,김상목,월,6 ,비405,수,5 ,비405,,,,
207 ,공통,공통,공통,과학과기술,0000-1-5674-02,생활속의과학,,,,,,,,0 ,,교선,,주,3 ,3 ,우기정,월,"5,6",참103,,,,,,,
208 ,공통,공통,공통,과학과기술,0000-1-5674-03,생활속의과학,,,,,,,,0 ,,교선,,주,3 ,3 ,김충혁,금,"1,2",한울502,,,,,,,
209 ,공통,공통,공통,예술과체육,0000-1-5678-01,대중문화와삶,,,,,,,,0 ,,교선,,야,3 ,3 ,김철수,목,"7,8,9",한울203,,,,,,,
210 ,공통,공통,공통,예술과체육,0000-1-5678-02,대중문화와삶,,,,,,,,,,교선,,주,3 ,3 ,고효경,금,"3,4",한울B101,,,,,,,
211 ,공통,공통,공통,예술과체육,0000-1-5683-01,요가,,,,,,,,0 ,,교선,,주,2 ,2 ,문경림,금,"3,4",한천B101,,,,,,,
212 ,공통,공통,공통,예술과체육,0000-1-5683-02,요가,,,,,,,,0 ,,교선,,주,2 ,2 ,문경림,금,"5,6",한천B101,,,,,,,
213 ,공통,공통,공통,예술과체육,0000-1-5683-03,요가,,,,,,,,0 ,,교선,,야,2 ,2 ,박인혜,화,"7,8",한천B101,,,,,,,
214 ,공통,공통,공통,예술과체육,0000-1-5684-01,웰니스트레이닝,,,,,,,,,,교선,,주,2 ,2 ,임원현,월,"5,6",연B207,,,,,,,
215 ,공통,공통,공통,예술과체육,0000-1-5684-02,웰니스트레이닝,,,,,,,,,,교선,,주,2 ,2 ,박한수,수,"5,6",연B207,,,,,,,
216 ,공통,공통,공통,예술과체육,0000-1-5684-03,웰니스트레이닝,,,,,,,,0 ,,교선,,주,2 ,2 ,박인혜,금,"3,4",연B207,,,,,,,
217 ,공통,공통,공통,글로벌문화와제2외국어,0000-1-5688-01,일본문화읽기,,,,,,,,0 ,,교선,,주,3 ,3 ,권혁인,화,6 ,한울404,목,5 ,한울404,,,,
218 ,공통,공통,공통,글로벌문화와제2외국어,0000-1-5688-02,일본문화읽기,,,,,,,,0 ,,교선,,주,3 ,3 ,유양근,금,"3,4",한울411,,,,,,,
219 ,공통,공통,공통,수리와자연(수학),0000-1-5704-01,자연교양세미나,,,,,,,,0 ,,교선,,주,3 ,3 ,김영희,월,"3,4",한울401,,,,,,,
220 ,공통,공통,공통,수리와자연(수학),0000-1-5704-02,자연교양세미나,,,,,,,,,,교선,,주,3 ,3 ,최종성,화,6 ,한울401,목,5 ,한울401,,,,
221 ,공통,공통,공통,서울권역e-러닝계열,0000-1-5706-01,상상과창조,,Y,,Y,,,,,,교선,,주,3 ,3 ,,토,41 ,,,,,,,,
222 ,공통,공통,공통,과학과기술,0000-1-5819-01,AI빅데이터의이해,,,,,,,,0 ,,교선,,주,3 ,3 ,정태원,화,1 ,연201,목,2 ,연201,,,,
223 ,공통,공통,공통,과학과기술,0000-1-5819-02,AI빅데이터의이해,,,,,,,,0 ,,교선,,주,3 ,3 ,정태원,화,2 ,연201,목,1 ,연201,,,,
224 ,공통,공통,공통,과학과기술,0000-1-5821-01,AI멀티미디어활용,,,,,,,,0 ,,교선,,주,3 ,3 ,서창옥,월,3 ,비502,수,4 ,비502,,,,
225 ,공통,공통,공통,과학과기술,0000-1-5821-02,AI멀티미디어활용,,,,,,,,0 ,,교선,,주,3 ,3 ,서창옥,월,4 ,비502,수,3 ,비502,,,,
226 ,공통,공통,공통,과학과기술,0000-1-5821-03,AI멀티미디어활용,,,,,,,,0 ,,교선,,주,3 ,3 ,정태원,화,4 ,연201,목,3 ,연201,,,,
227 ,공통,공통,공통,사회와경제,0000-1-5824-01,행복한커플그리고가족,,Y,,Y,Y,,,0 ,,교선,,주,3 ,3 ,최해옥,토,86 ,,,,,,,,
228 ,공통,공통,공통,대학실용영어,0000-1-5833-01,TOEIC LC 초급,,,,,,,,0 ,,교선,,주,3 ,3 ,김주연,화,1 ,한울305,목,2 ,한울305,,,,
229 ,공통,공통,공통,언어와표현,0000-1-5845-01,발표와설득전략,,,,,,,,0 ,,교선,,주,3 ,3 ,김학현,화,1 ,한울405,목,2 ,한울405,,,,
230 ,공통,공통,공통,언어와표현,0000-1-5846-01,취업말하기전략,,,,,,,,0 ,,교선,,주,3 ,3 ,김보경,금,"3,4",참203,,,,,,,
231 ,공통,공통,공통,언어와표현,0000-1-5848-01,취업글쓰기전략,,,,,,,,,,교선,,주,3 ,3 ,이종철,금,"1,2",참203,,,,,,,
232 ,공통,공통,공통,언어와표현,0000-1-5849-01,웹소설창작기초,,,,,,,,0 ,,교선,,주,3 ,3 ,신승일,금,"5,6",한울405,,,,,,,
233 ,공통,공통,공통,언어와표현,0000-1-5850-01,고전콘텐츠와문화산책,,,,,,,,0 ,,교선,,주,3 ,3 ,우채리,금,"3,4",옥207,,,,,,,
234 ,공통,공통,공통,언어와표현,0000-1-5851-01,한국문학읽기,,,,,,,,0 ,,교선,,주,3 ,3 ,유승호,금,"1,2",비405,,,,,,,
235 ,공통,공통,공통,언어와표현,0000-1-5852-01,자기성찰과치유적글쓰기,,,,,,,,0 ,,교선,,주,3 ,3 ,이미진,화,3 ,한울305,목,4 ,한울305,,,,
236 ,공통,공통,공통,언어와표현,0000-1-5892-01,시사쟁점이해와비판적표현,,,,,,,,,,교선,,주,3 ,3 ,이정현,화,3 ,한울504,목,4 ,한울504,,,,
237 ,공통,공통,공통,언어와표현,0000-1-5897-01,문해력실전연습,,,,,,,,,,교선,,주,3 ,3 ,정영호,금,"1,2",옥207,,,,,,,
238 ,공통,공통,공통,언어와표현,0000-1-5898-01,국어맞춤법실습,,,,,,,,,,교선,,주,3 ,3 ,고희준,금,"5,6",비519,,,,,,,
239 ,공통,공통,공통,인간과철학,0000-1-5899-01,과학기술윤리,,,,,,,,0 ,,교선,,주,3 ,3 ,박지희,금,"3,4",참103,,,,,,,
240 ,공통,공통,공통,인간과철학,0000-1-5899-02,과학기술윤리,,,,,,,,0 ,,교선,,주,3 ,3 ,이재유,금,"5,6",비420,,,,,,,
241 ,공통,공통,공통,사회와경제,0000-1-5901-01,기술경영과마케팅,,,,,,,,,,교선,,주,3 ,3 ,이은정,화,1 ,한울311,목,2 ,한울311,,,,창업 교과목
242 ,공통,공통,공통,사회와경제,0000-1-5901-02,기술경영과마케팅,,,,,,,,,,교선,,주,3 ,3 ,이은정,화,2 ,한울311,목,1 ,한울311,,,,창업 교과목
243 ,공통,공통,공통,과학과기술,0000-1-5909-01,공학과디자인,,,,,,,,0 ,,교선,,주,3 ,3 ,유미란,화,2 ,비519,목,1 ,비519,,,,
244 ,공통,공통,공통,과학과기술,0000-1-5909-02,공학과디자인,,,,,,,,,,교선,,주,3 ,3 ,엄은영,화,3 ,비427,목,4 ,비427,,,,
245 ,공통,공통,공통,과학과기술,0000-1-5924-01,스마트사회와인공지능,,,,,,,,0 ,,교선,,주,3 ,3 ,스레스터바누,화,1 ,비405,목,2 ,비405,,,,
246 ,공통,공통,공통,과학과기술,0000-1-5924-02,스마트사회와인공지능,,,,,,,,0 ,,교선,,주,3 ,3 ,스레스터바누,화,2 ,비405,목,1 ,비405,,,,
247 ,공통,공통,공통,과학과기술,0000-1-5924-03,스마트사회와인공지능,,,,,,,,0 ,,교선,,주,3 ,3 ,김길래,금,"5,6",비429,,,,,,,
248 ,공통,공통,공통,과학과기술,0000-1-5924-04,스마트사회와인공지능,,,,,,,영어,100 ,,교선,,주,3 ,3 ,이롤랜드,월,4 ,비402,수,3 ,비402,,,,
249 ,공통,공통,공통,과학과기술,0000-1-5924-05,스마트사회와인공지능,,,,,,,,0 ,,교선,,주,3 ,3 ,김덕은,금,"1,2",연201,,,,,,,
250 ,공통,공통,공통,과학과기술,0000-1-5924-06,스마트사회와인공지능,,,,,,,,,,교선,,주,3 ,3 ,장경석,화,4 ,연108,목,3 ,연108,,,,
251 ,공통,공통,공통,과학과기술,0000-1-5924-07,스마트사회와인공지능,,,,,,,,0 ,"C1,C2",교선,,주,3 ,3 ,김기현,금,"3,4",새빛304,,,,,,,
252 ,공통,공통,공통,과학과기술,0000-1-5924-08,스마트사회와인공지능,,,,,,,,,"C1,C2",교선,,주,3 ,3 ,,수,"1,2",새빛303,,,,,,,
253 ,공통,공통,공통,과학과기술,0000-1-5924-09,스마트사회와인공지능,,,,,,,,0 ,"C4,C5",교선,,주,3 ,3 ,김우생,화,2 ,새빛204,목,1 ,새빛204,,,,
254 ,공통,공통,공통,과학과기술,0000-1-5924-10,스마트사회와인공지능,,,,,,,,0 ,"C4,C5",교선,,주,3 ,3 ,김종국,금,"3,4",새빛203,,,,,,,
255 ,공통,공통,공통,과학과기술,0000-1-5924-11,스마트사회와인공지능,,Y,,Y,Y,,,0 ,,교선,,주,3 ,3 ,조수영,토,51 ,,,,,,,,
256 ,공통,공통,공통,수리와자연(수학),0000-1-5928-01,인문사회계를위한미분적분학,,,,,,,,,,교선,,주,3 ,3 ,황선영,월,2 ,참103,수,1 ,참103,,,,
257 ,공통,공통,공통,K-MOOC,0000-1-5929-01,첨단기술을연결하는스마트에너지네트워크,,Y,,Y,,Y,,0 ,,교선,,야,2 ,3 ,이석준,금,"7,8",,,,,,,,1~11주차 운영
258 ,공통,공통,공통,K-MOOC,0000-1-5930-01,첨단기술을유지하는스마트에너지보안,,Y,,Y,,Y,,0 ,,교선,,야,2 ,3 ,지정은,월,"7,8",,,,,,,,1~11주차 운영
259 ,공통,공통,공통,매치업,0000-1-5931-01,웨어러블로봇산업동향과제품인증및특허의이해,,Y,,Y,,Y,,,,교선,,주,1 ,2 ,이종희,토,85 ,,,,,,,,매치업(로봇분야)
260 ,공통,공통,공통,매치업,0000-1-5932-01,지능형로봇의하드웨어와소프트웨어의이해,,Y,,Y,,Y,,,,교선,,주,1 ,2 ,이예솝,토,84 ,,,,,,,,매치업(로봇분야)
261 ,공통,공통,공통,매치업,0000-1-5933-01,웨어러블로봇하드웨어의특징과제어시스템의이해,,Y,,Y,,Y,,,,교선,,주,1 ,2 ,백주훈,토,57 ,,,,,,,,매치업(로봇분야)
262 ,공통,공통,공통,예술과체육,0000-1-6060-01,아카펠라,,,,,,,,0 ,,교선,,주,3 ,3 ,이강성,수,"5,6",연1002,,,,,,,
263 ,공통,공통,공통,서울권역e-러닝계열,0000-1-6061-01,문화콘텐츠스토리텔링전략,,Y,,Y,,,,,,교선,,주,3 ,3 ,,토,40 ,,,,,,,,
264 ,공통,공통,공통,인간과철학,0000-1-6125-01,Design Your Life,,,,,,,,,,교선,,주,3 ,3 ,한병욱,수,"3,4",기203,,,,,,,
265 ,공통,공통,공통,글로벌문화와제2외국어,0000-1-6135-01,스페인어2,,,,,,,,0 ,,교선,,주,3 ,3 ,신태식,금,"1,2",한울303,,,,,,,
266 ,공통,공통,공통,AI리터러시,0000-1-6453-01,AI리터러시,,Y,,Y,,,,0 ,,교필,,주,3 ,3 ,이강성,토,59 ,,,,,,,,"2026학번부터 수강 가능, 이전 학번 수강 불가"
267 ,공통,공통,공통,AI리터러시,0000-1-6453-02,AI리터러시,,Y,,Y,,,,0 ,,교필,,주,3 ,3 ,민영호,토,83 ,,,,,,,,"2026학번부터 수강 가능, 이전 학번 수강 불가"
268 ,공통,공통,공통,AI리터러시,0000-1-6453-03,AI리터러시,,Y,,Y,,,,0 ,,교필,,주,3 ,3 ,정태원,토,82 ,,,,,,,,"2026학번부터 수강 가능, 이전 학번 수강 불가"
269 ,공통,공통,공통,기초학문융합,0000-1-6460-01,전공챌린지세미나,,,,,,,,,"G0,G1,G2,G3,G4,G5,G6,G7,G8,G9",교선,,주,2 ,2 ,박하민,화,2 ,참103,목,1 ,참103,,,,
270 ,공통,공통,공통,기초학문융합,0000-1-6460-02,전공챌린지세미나,,,,,,,,0 ,"G0,G1,G2,G3,G4,G5,G6,G7,G8,G9",교선,,주,2 ,2 ,박수원,월,1 ,비618,수,2 ,비618,,,,
271 ,공통,공통,공통,기초학문융합,0000-1-6460-03,전공챌린지세미나,,,,,,,,0 ,"G0,G1,G2,G3,G4,G5,G6,G7,G8,G9",교선,,주,2 ,2 ,심준섭,금,"1,2",참102,,,,,,,
272 ,공통,공통,공통,기초학문융합,0000-1-6460-04,전공챌린지세미나,,,,,,,,0 ,"G0,G1,G2,G3,G4,G5,G6,G7,G8,G9",교선,,주,2 ,2 ,이도환,화,2 ,참202,목,1 ,참202,,,,
273 ,공통,공통,공통,기초학문융합,0000-1-6460-05,전공챌린지세미나,,,,,,,,,"G0,G1,G2,G3,G4,G5,G6,G7,G8,G9",교선,,주,2 ,2 ,김민경,금,"1,2",비419,,,,,,,
274 ,공통,공통,공통,기초학문융합,0000-1-6460-06,전공챌린지세미나,,,,,,,,,"G0,G1,G2,G3,G4,G5,G6,G7,G8,G9",교선,,주,2 ,2 ,장재은,금,"3,4",한울301,,,,,,,
275 ,공통,공통,공통,기초학문융합,0000-1-6460-07,전공챌린지세미나,,,,,,,,0 ,"G0,G1,G2,G3,G4,G5,G6,G7,G8,G9",교선,,주,2 ,2 ,유지현,금,"1,2",새빛303,,,,,,,
276 ,공통,공통,공통,기초학문융합,0000-1-6460-08,전공챌린지세미나,,,,,,,,,"G0,G1,G2,G3,G4,G5,G6,G7,G8,G9",교선,,주,2 ,2 ,최민규,화,2 ,참203,목,1 ,참203,,,,
277 ,공통,공통,공통,기초학문융합,0000-1-6460-09,전공챌린지세미나,,,,,,,,0 ,"G0,G1,G2,G3,G4,G5,G6,G7,G8,G9",교선,,주,2 ,2 ,박규동,화,2 ,기305,목,1 ,기305,,,,
278 ,공통,공통,공통,기초학문융합,0000-1-6460-10,전공챌린지세미나,,,,,,,,0 ,"G0,G1,G2,G3,G4,G5,G6,G7,G8,G9",교선,,주,2 ,2 ,양우성,화,3 ,새빛205,목,4 ,새빛205,,,,
279 ,공통,공통,공통,기초학문융합,0000-1-6460-11,전공챌린지세미나,,,,,,,,0 ,"G0,G1,G2,G3,G4,G5,G6,G7,G8,G9",교선,,주,2 ,2 ,김지혜,금,"3,4",참1009,,,,,,,
280 ,공통,공통,공통,기초학문융합,0000-1-6460-12,전공챌린지세미나,,,,,,,,0 ,"G0,G1,G2,G3,G4,G5,G6,G7,G8,G9",교선,,주,2 ,2 ,이기원,화,2 ,참105,목,1 ,참105,,,,
281 ,공통,공통,공통,기초학문융합,0000-1-6460-13,전공챌린지세미나,,,,,,,,0 ,"G0,G1,G2,G3,G4,G5,G6,G7,G8,G9",교선,,주,2 ,2 ,양재규,화,2 ,기306,목,1 ,기306,,,,
